,CONTENT,CLASS
365,please check youtube channel uploaded first youtube video please check regret,1
366,eminem best rapper time,0
367,omg guy sound like american professor green,0
368,thumb think billion view,0
369,lemme top comment please,0
370,love song,0
371,favorite song,0
372,tryna work rapper check one already channel,1
373,check berzerk video channel,1
374,super,0
375,eminem new song check video,1
376,check video youtube,1
377,friend wife earns dollar month want wwhore get type wage working home pc taking survey dont believe shit yahoo taking money mean legit please like msg get thru vulnerable people like eminem used,1
378,subscribe please guy,1
379,th watched video youtube he subscribed channel youtube recentley surpassing justing bieber le sub away beating taylor swift,1
380,hey e young coming rapper wanna get music heard know spam wont get fame moment got way getting little attention please favour check channel drop sub enjoy im getting started really appreciate take time leave constructive criticism already got subscriber view first vid ive told potential,1
381,love,0
382,lil check hi live way lie many check subscribe,1
383,hello everyone please check video watch v b wywphi c take minute hope ask much help like amp share video please people see thumb would mean much maybe make dream come true thanks everyone god bless,1
384,watch v aimbwbfqbzg watch subscrible,1
385,love eminem,0
386,love lie good,0
387,still listening,0
388,hey e young coming rapper wanna get music heard know spam wont get fame moment got way getting little attention please favour check channel drop sub enjoy im getting started really appreciate take time leave constructive criticism already got subscriber view first vid ive told potential,1
389,eminem rock,0
390,check youtube video funny cool rap,1
391,hay honesty wright year old love song thank makeing song love song much sometime hart get breaken people kill self go cazzy love much thanks keep go make sure dream comeing rule good luck,0
392,awesome,0
393,lovet,0
394,subscribe like video please,1
395,subscribed btw good style keep brother,1
396,know may want read please cypher year old rapper skill people said stuff good new stuff good please check current song comment like thank reading rap life,1
397,charlie lost,0
398,eminem best,0
399,usually guy would vote people like actually check channel reminds smaller version mile give guy chance since everyone start somewhere,1
400,,0
401,hello friend young year old rapper trying make something nothing please take second life check video help reach dream god bless,1
402,beautiful song,0
403,check channel boy girl,1
404,hey guy know annoying getting spammed sorry bout please take moment check channel im rapper decent skill want share music people take listen thumb see,1
405,best rap ever,0
406,lover song,0
407,hey guy know wanna skip please take chance check music young coming rapper big dream appreciate constructive critisism please look thank time,1
408,love song br supper cool br,0
409,like music anyone listening lyric,0
410,maybe one probably read case put quot thumb quot others see started rapping seriously type lunden video simple button help dream come true people ignore listen subscribe thank god bless,1
411,,0
412,check channel lyricism,1
413,big sister like,0
414,bad,0
415,love eminem lt,0
416,look like megan fox xd,0
417,hey go channel check dong thanks youtuber,1
418,megan fox,0
419,hate eminem nirvana trust,0
420,like eminen,0
421,check playlist,1
422,medium evil please see share w w w farrell report net top ex uk police intelligence analyst turned whistleblower tony farrell expose horrific monstrous cover perpetrated criminal operating crime inside mainstream entertainment medium law firm beware protect child devil brutally target innocent people real criminal linked london attack must see make viral also see uk column video st january,1
423,subscribe channel,1
424,simply rap god,0
425,megan fox x,0
426,love song,0
427,check new em cover video trailer,1
428,really good song br know love song song,0
429,eminem greatest artist ever touch mic,0
430,love rihanna thailand,0
431,classsic,0
432,sorry spam yall know annoying spare min please check new track channel upcoming uk rapper please come check song u might like em worry sorry wastin time even thumb get noticed really help peace yall,1
433,song like oreo black part good white part better,0
434,guy charley lost tv show,0
435,subscribe channel watch v nxk hkds,1
436,hi im year rapper support guy check channel check song might like also follow twitter mcashim follow back,1
437,hello brazil,0
438,eminem best ever,0
439,hey guy look im aware im spamming piss people please take moment check music im young rapper love wanna share music people click picture see like stuff,1
440,know sean kingston got famous look kid hard hit message inbox subscribe check channel sound fair,1
441,best song ever,0
442,check eminem latest track survival u didnt,1
443,subscribe channel x please spare,1
444,check video guy hope guy good laugh,1
445,yr ago health scare thankfully okay realized living life fullest mission everything always wanted found going die tomorrow would happy accomplished would regret certain thing sorry spamming trying motivate people thing always wanted bored come see done far almost subscriber started,1
446,rihanna look beautiful red hair,0
447,view awesome,0
0,www youtube com watch v kq zr kcpj amp best part,0
1,wierd funny,0
2,hey guy human br br br want human want sexy fucking giraffe br br br already money surgery elongate spinal core surgery change skin pigment everything else like post others root dream br br br im fucking make music check first song rel nofollow class ot hashtag plus google com giraffebruuh giraffebruuh,1
3,party rock lol want shuffle,0
4,party rock,0
5,shuffle,0
6,omg,0
7,song really fun,0
8,awsome br,0
9,wow increible song,0
10,love song much,0
11,likeee,0
12,miss people dressed like,0
13,last year decent music,0
14,best song ever,0
15,super nice love musique,0
16,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0
17,party rock,0
18,thumb watched,0
19,increidebl,0
20,lmfao,0
21,superr,0
22,llikee,0
23,yeah let start party,0
24,awesome song needed year reach mil view tango switch bitch needed year fairrrrrrr,0
25,nice girl,0
26,remember back popular everyone school shuffling crazy,0
27,lmfao,0
28,super awesome video br,0
29,dance,0
30,always favorite song br favorite part www youtube com watch v kq zr kcpj amp www youtube com watch v kq zr kcpj amp video,0
31,party rock br,0
32,lmfao party rock anthem ft lauren bennett goo youtu kq zr kcpj youtu kq zr kcpj br box man got move make meh smile,0
33,best song ever hire br,0
34,funny mahogany lmao actually know brother uncle part lmfao,0
35,party rock anthem love party rock anthem life,0
36,stop top,0
37,ahhh back life suck,0
38,party rock xd,0
39,cute,0
40,lmfao best song ever,0
41,fuckin love song br br br sexy know,0
42,shuffle hard made earthquake nepal,0
43,nice,0
44,still reminds year back shuffle everyday,0
45,love song make wanna dance,0
46,time shirt cool,0
47,love video song course,0
48,check video youtube,1
49,nice br yeah fucking,0
50,well dude faded fuck,0
51,ah good old time,0
52,old good song,0
53,cool,0
54,million view anymore,0
55,good,0
56,check video youtube,1
57,check video youtube br,1
58,remeber good ol day song butt,0
59,music hero,0
60,born wrong generation,0
61,love song make wanna dance,0
62,love song make wanna dance,0
63,good like,0
64,view,0
65,love lmfao party rockin keep going,0
66,best music ever,0
67,likeeee,0
68,cool,0
69,remeber song good,0
70,lt,0
71,want robot guy,0
72,love song,0
73,omg going bi view,0
74,dance,0
75,check video youtube,1
76,year,0
77,cool cool cool cool cool cool cool,0
78,wow love,0
79,know name girl one one,0
80,stop career music music rock,0
81,nice,0
82,sooooo many down,0
83,tension,0
84,nice,0
85,br like video,0
86,music yeah,0
87,like,0
88,epic track video awesome,0
89,likkee,0
90,give like,1
91,let party,0
92,support fight th amendment right privacy home business stop nsa spying american un patriot act renewal rand paul spent hour senate floor protest filibuster fighting constitution nation founded join fight rand paul dot com spread word someone care nation email senator congress men woman tell support rand tell news support rand senator rand paul www youtube com watch v kq zr kcpj amp morning fighting constitution,1
93,mindblowing dance superbbb song,0
94,anyone else think video theme bit insult day later,0
95,check video youtube,1
96,never get old,0
97,remember used popular around time br still love,0
98,strong message every song heard,0
99,fucking year fucking past fucking fast fuck,0
100,know old song like watching,0
101,watching summer,0
102,going blow mind,0
103,shufflin still today,0
104,favorite song ever love party rock everybody,0
105,view,0
106,let get billion,0
107,love soooooooooooooooooooooooooooooooooooooooooooooooooo much,0
108,love song much,0
109,subscriber,1
110,song awesome,0
111,best song ever made swear still hear even doe old else,0
112,came vanoss,0
113,best song ever br,0
114,epic,0
115,like much music good,0
116,beautiful song,0
117,feel like gangnam style copied song,0
118,damn everywhere,0
119,party time,0
120,never get old,0
121,song fu cking awesom,0
122,put picture image thingie,1
123,okay cover time thumb watching youtube still exists,1
124,song insane br dance listening song lol,0
125,,0
126,thumb gay,1
127,thumb robo guy baby,0
128,seriously come beat insanely good holy fuck,0
129,best party song literally party rock housee tonight,0
130,memory,0
131,lovee,0
132,view nikki minaj anaconda,0
133,lmfao best,0
134,else saw jesses dancing sorry spelled wrong peace,0
135,like robot shuffle shuffle good,0
136,cant stop shuffle,0
137,dang dat little kid gat move,0
138,miss song,0
139,love,0
140,check video youtube br gotta dance blast every time hear song love br,1
141,man song really get bone one minute nearly dosing sleep next shuffling like crazy hot foot xd,0
142,shake golden black robot really partying,0
143,take look video youtube,1
144,cooooooooooooolllllllllll,0
145,wow,0
146,oh shit uploaded birthday finally birthday isnt curse day maylaysia airline went missing thought birthday curse xd,0
147,everyday shufflin,0
148,everyday shufflin,0
149,thumb fe fe fe fe fegelein brought u,1
150,every day shuffling,0
151,cool song ever good thing,0
152,world shuffle,0
153,love guy love song,0
154,funny listen rock death metal like,0
155,shuffling way lmfao like one wish could shuffle like crazy dude,0
156,th viewed video guess,0
157,favorite song,0
158,like song br,0
159,wow dance show,0
160,awesome,0
161,like ur watchin,1
162,good time,0
163,laughing fucking as,0
164,see back ask people got like song seems like gangnam style copied style though might yea,0
165,wait saw kid kidding,0
166,party rock due duel,0
167,fucking love omg v,0
168,good dance companion front whole school,0
169,check video youtube,1
170,could finally spongebob started yesterday xd,0
171,thumb watching,0
172,love,0
173,lmfao party rock anthem ft lauren bennett goonrock,0
174,hate laura bennett come,0
175,subscribe channel,1
176,party da tonight,0
177,best partying,0
178,omg,0
179,guy jacket sleeve sleeveless arm,0
180,best song ever,0
181,take look video youtub br,1
182,like step,0
183,let get video one billion view,0
184,head like year ago time fly,0
185,view comment oh lanta,0
186,still shuffling song,0
187,check video youtube,1
188,df lauren bennett,0
189,cool,0
190,awesome,0
191,cool heard,0
192,xd going crazy fuckin crazy watchin brah,0
193,shuffled listening song illness spreading,0
194,way guy warring robot head,0
195,like song,0
196,almost billion view nice,0
197,sorry hater br br br br br br br br br br br br br party rock en,0
198,like br,0
199,gooooood,0
200,,0
201,likeeeeeeeee,0
202,shuffle,0
203,lol funny love,0
204,good party,0
205,like comment watching,1
206,check video youtube,1
207,check playlist youtube,1
208,check video youtube,1
209,share thought,1
210,subscribe plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1
211,youtube collaborator anyone subscribe subscribe back also start uploading youtube video rel nofollow class ot hashtag plus google com lmfao lmfao,1
212,guy lmfaois going reunion june expo idaho garden going performe live going press conference answer question live channel got publishing right subscribe channel watch whole thing u believe look hope see u true fan yes free,1
213,iiiiiiiiiii love shake song oh sorry every shake song like watch subscribe never unlike brooooo shake,1
214,check playlist youtube,1
215,check video youtube br br br br,1
216,check video youtube,1
217,watching subscribe,1
218,come subscribe,1
219,subscribe channel please lol pro play,1
220,check video youtube,1
221,check video youtube,1
222,wanna see many people like comment give month,1
223,please like comment watching,1
224,check video youtube,1
225,like comment kill p,1
226,check video youtube,1
227,check playlist youtube,1
228,check video youtube,1
229,check video youtube,1
230,check video youtube,1
231,check video youtube fb,1
232,school drop out knew friend decided drop school think need id card certification prove educated clean criminal record talented person work entertainment field worldwide think could rich entertainer consolidating actor actress well singer share profit,1
233,check video youtube,1
234,check video youtube,1
235,check video youtube,1
236,check playlist youtube br br br br,1
237,check video youtube,1
238,check playlist youtube br br,1
239,check video youtube,1
240,check video youtube,1
241,check video youtube,1
242,view br br best youtube video br subscribe channel please br thank lt br br melhor v deo youtube br se inscreva meu canal por favor br obrigado lt br br mejor video youtube br si suscriba mi canal por favor br gracias lt br br meilleur vid youtube br si vous abonner cha ne se il vous pla br merci lt,1
243,party next share,1
244,lol check chanell subscribe please want sub thats im nearly,1
245,check video youtube,1
246,check video youtube,1
247,subscribe leave name sub back,1
248,check video youtube,1
249,please subscribe channel thanks,1
250,hey guy im year old remixer producer want guy help checking video sure love music love subscribe know,1
251,check melbourne shuffle everybody,1
252,subscribe channel,1
253,please suscribe bored subscriber try get,1
254,subscribe watching,1
255,check video youtube br,1
256,hey subscribe mefor peace world,1
257,check playlist youtube,1
258,check video youtube,1
259,check playlist youtube,1
260,like comment reason,1
261,omg first video youtube hit billion view like comment agree,1
262,br please help get subscriber end night thx,1
263,like comment watching video big bang happened br,1
264,check playlist youtube br br,1
265,check playlist youtube,1
266,br br br br br br spooked spookinati br br share people unspooked br br br br br br br br,1
267,like comment watching,1
268,help get subscriber tomorrow br br br br br br br br br br br joking get butt hurt,1
269,check video youtube,1
270,like comment ur watching,1
271,check video youtube,1
272,like comment please,1
273,check playlist youtube,1
274,like subscribe,1
275,like comment watching phone,1
276,cool video lmfaovevo check shuffling video channel get chance much appreciated cheer rel nofollow class ot hashtag plus google com everydayimvaping everydayimvaping,1
277,check playlist youtube,1
278,check playlist youtube tried,1
279,subscribe span class proflinkwrapper span class proflinkprefix span class proflink plus google com oid supermariologan span thot robot dude r epic awsome,1
280,watching subscribe span class proflinkwrapper span class proflinkprefix span class proflink plus google com oid supermariologan span,1
281,check playlist youtube,1
282,like comment still jam song year,1
283,subscribe,1
284,check video youtube,1
285,video view br channel got subscriber,1
286,check video youtube,1
287,subscribe chanell,1
288,los invito subscribirse mi canal,1
289,check video youtube,1
290,check playlist youtube,1
291,check video youtube opponent mm br br br br br,1
292,check video youtube br br,1
293,subscriber sky diving help reach goal lt br trust doctor,1
294,check video youtube,1
295,check video youtube,1
296,check video youtube,1
297,check playlist youtube,1
298,check playlist youtube,1
299,check video youtube,1
300,freemyapps com share url b freemyapps com share url b,1
301,check video youtube,1
302,need money check channel subscribe soon post get,1
303,check playlist youtube,1
304,like comment reason,1
305,youtube comment nut shell br br first br club br skip www youtube com watch v kq zr kcpj amp close eye br advertisement br like comment reason br christianity arguements br religious arguements br console war br pcmasterace br troll br quot million view video there online people earth br complaint br pewdiepie fangirls br minecraft scrub br r montageparodies br br br shit,1
306,check playlist youtube,1
307,check video youtube,1
308,please become first subscriber thank,1
309,get view subscriber reason,1
310,check video youtube,1
311,check video youtube,1
312,hello russia come channel subscribe,1
313,check dance video disappointed rel nofollow class ot hashtag plus google com kinglothedancer kinglothedancer,1
314,men stop naive idiot believing love believing woman actually respect want fulfilling drama fee life check mgtow many channel youtube chose give information needed caution men enjoy disposable provider utility,1
315,plea subscribe p game video br br som tip contact kik skype br br kik pander br skype sander nicolaysen br br plea subscribe kashoo gaming,1
316,check playlist youtube,1
317,check video youtube,1
318,check playlist youtube,1
319,check video youtube br br br br br br,1
320,br attention subscribe channel br br gracias br,1
321,check video youtube,1
322,check video youtube,1
323,check video youtube,1
324,check video youtube,1
325,freemyapps com share url b freemyapps com share url b,1
326,check video youtube,1
327,check playlist youtube,1
328,check video youtube,1
329,check playlist youtube hbbhhhgh,1
330,check playlist youtube,1
331,like subscrib watch,1
332,check video youtube,1
333,check video youtube hjalp,1
334,check video youtube,1
335,check video youtube,1
336,check video youtube,1
337,check video youtube,1
338,check video youtube,1
339,check video youtube,1
340,check video youtube qq,1
341,check video youtube,1
342,www gofundme com helpmypitbull www gofundme com helpmypitbull please donate help pitbull please need dollar take vet,1
343,check video youtube,1
344,check video youtube,1
345,dear friend please subscribe channel glad see virucide,1
346,check video youtube,1
347,check video youtube,1
348,subscribe channel br tweet amp follow twitter therealterrell br follow back,1
349,want sub tell channel subscribe couple exception,1
350,check playlist youtube,1
351,subscribe subscribe back,1
352,check playlist youtube,1
353,check playlist youtube pl,1
354,check video youtube,1
355,check video youtube,1
356,check video youtube,1
357,check video youtube lo,1
358,check video youtube,1
359,check video youtube,1
360,check video youtube,1
361,check video youtube,1
362,subscribe channel yo dj feelz,1
363,hey guy subscribe chanel subscribe back like vids br br,1
364,check video youtube,1
365,check video youtube,1
366,white people going extinct information subscribe channel search video quot white genocide quot thank,1
367,check video youtube,1
368,check video youtube,1
369,check video youtube,1
370,subscriber please,1
371,yo like song fricking beast anywon herd see mee rollin woke new buggti check nuketown rap shooting see nice quick scoping thing training faze adoult freind sang freinds house rap going fun thing,1
372,hi everyone cool check sexy know,1
373,check app solve party drunk problem br play google com store apps detail id vn ibit applocker amp hl en play google com store apps detail id vn ibit applocker amp hl en,1
374,check video youtube old track still bad,1
375,check youtube channel cool beatboxing,1
376,check video youtube,1
377,hi everyone like music check music channel lexis band uploading song cover soon miss please subscribe asit help u lot take one click gt,1
378,subscribe,1
379,ummm hit k subscriber make minecraft video help checking,1
380,sup gu video people love party rock thanks watching please subscribe,1
381,hey guy jaylan wanted everybody know yall subscribe please would great new gaming channel notuploaded yet upload hit sub thank,1
382,great l subscribe,1
383,check video youtube jjiwajwkajajqjaubkm,1
384,check video youtube,1
385,subscriber look view million wtf p,1
386,check video youtube,1
387,check youtube channel rap,1
388,check video youtube,1
389,check video youtu,1
390,lmfao crazy dope check music channel minute would mean lot much love,1
391,check video youtube,1
392,everyday subscribe,1
393,man check rap channel im better rapper nigger fool,1
394,go check video,1
395,like comment,1
396,check video youtube,1
397,subscribe,1
398,check video youtube br looking wood pile br anyone seen hmm br bout pie br lady,1
399,hahaa dance tig br br know quot got time demo man quot check stuff br br slapper slapper banger click link peep game enjoy br br soundcloud com rocc steady wave emoji prod nippylongbottom cyber punk soundcloud com rocc steady wave emoji prod nippylongbottom cyber punk,1
400,check music nigga,1
401,check video youtube,1
402,check funny video quot cereal box knock baby quot channel,1
403,subscribe u think quot swag quot fucking stupid,1
404,tuto subscribe channel sign l please thank anything sign lot good video usually,1
405,abomination subscribe agree party channel cool light,1
406,like comment guy started new channel get subscriber tonight ill paypal giveaway like comment friend see others also entered go,1
407,check hood doh flixter nossnevs,1
408,nezo ed br like amp share page facebook please,1
409,hey british youtuber br upload weekly br would mean world could subscribe br thanks joyce br,1
410,subscribe channel,1
411,hi guy please check vids promos subscribe,1
412,hey plz check music video thanks,1
413,check shit channel br br br subscribe like,1
414,good video,0
415,good song,0
416,every bady yust good time,0
417,people like shit hahahahah p br even real music computer based music br well done music industry,0
418,love song much,0
419,one make wanna party like lmfao wanna rage every time one song come band quot rock inc quot kid know party,0
420,best song ever,0
421,best song ever,0
422,check free stuff watching video filling survey br br www prizerebel com index php r www prizerebel com index php r,1
423,love song make happy,0
424,ooooo shuffllllllllllllllllllllllinnnnn,0
425,awesome,0
426,learned shuffle,0
427,best song saw,0
428,watch sound,0
429,looooooooove song,0
430,everyone please subscribe channel go look video,1
431,everyone please subscribe channel go look video,1
432,everyone please go subscribe channel loon video,1
433,like comment reason,1
434,love song,0
435,song awesome guy best love video hilarious lol im getting popular fast rap meaning thumb piss next water toilet doesnt make noise,1
436,many thumb louis saving day,1
437,nice,0
0,nice song,0
1,love song,0
2,love song,0
3,let make first female reach one billion share replay,0
4,shakira best worldcup,0
5,best world cup song ever,0
6,love,0
7,see song open google type shakira guruofmovie,1
8,awesome,0
9,like shakira,0
10,shakira waka waka br love song,0
11,many disliked,0
12,think song ever get old,0
13,love song,0
14,wery good,0
15,every time hear song think iniesta goal netherlands,0
16,whose watching hi,0
17,love song much lt br keep em coming,0
18,love song thumsb,0
19,waka best one,0
20,year later still love song br axy,0
21,like,0
22,check playlist youtube,1
23,voice sound weird plus cute blonde,0
24,many dislike song awesome sound like must stop racist could would like time,0
25,nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
26,still watching,0
27,shakira favourite singer wooooo,0
28,remember song,0
29,like,0
30,whose watching like,0
31,support fight th amendment right privacy home stop nsa spying american un patriot act renewal rand paul spent hour senate floor protest filibuster fighting constitution nation founded join fight rand paul dot com spread word someone care nation email senator congress men woman tell support rand tell news support rand senator rand paul www youtube com watch v prpeedmmmq amp passed saturday morning fighting constitution buy postponing vote week constitution matter join rand fight protect ht ht privacy home business senator rand paul www youtube com watch v prpeedmmmq amp passed saturday morning fighting constitution buy postponing vote week constitution matter u help rand protect joining fright,1
32,best song world,0
33,beautiful,0
34,good song,0
35,awesome entertainer pretty lt shakira,0
36,check video youtube,1
37,love song,0
38,love song soccer team made cd couch song,0
39,fave song,0
40,watching,0
41,felt old realized song year old,0
42,love shakira,0
43,one best song time,0
44,really madly love woman,0
45,totally love song absolutely fantastic love ya shakira,0
46,im still watching,0
47,song sad,0
48,goood,0
49,best fifa world cup song sure,0
50,nice v deo shakira good,0
51,coby usl past br adf ly adf ly hmvtx br delete space,1
52,see br adf ly adf ly hmvtx,1
53,waka waka,0
54,beautiful american,0
55,thumb watching,1
56,ilovethissong,0
57,subscribe please promise sub back,1
58,lamest world cup song ever time africa mean africa live aid event something made seem like charity case instead proud moment wherewas ricky martin needed smh,0
59,friend sam love song,0
60,check video youtube,1
61,love,0
62,help shakira become first female hit billiom view decided watch video least one day everyday shakifans r close hit replay button,0
63,ilove shakira,0
64,cool best song ever,0
65,omg listen soo good,0
66,uncle said stop smoking comment get like please like comment thanks,1
67,nice song,0
68,waka waka,0
69,super music,0
70,could k people dislike song video,0
71,love,0
72,swear shakira keep getting gorgeous definitely look gorgeous hair way super curly,0
73,youtube comment like br year ago,0
74,piss bit blank space view mio meh,0
75,best,0
76,love p,0
77,love shakira,0
78,song special song africa african,0
79,lt song much shakira really good artist,0
80,love shakira br,0
81,definitley song im listening gypsy shakira rock br span class proflinkwrapper span class proflinkprefix span class proflink plus google com oid shakiravevo span,1
82,remember torunament like today,0
83,thank please give email,1
84,beautiful,0
85,like,0
86,shakira beautiful lovely lively love,0
87,great,0
88,best world cup song,0
89,fuck best ever nummber patrik kluivert son share,1
90,song beauty,0
91,heard year old still love,0
92,nice song,0
93,waka waka,0
94,oh god go billion replay love shakira,0
95,love,0
96,love song amp love shakira lt,0
97,yea stil best wk song ever br thumb think br,1
98,liked br,0
99,like song,0
100,like,0
101,waka waka,0
102,amazing song,0
103,cool song,0
104,love u shakira,0
105,waka waka,0
106,song suck,0
107,lol love song,0
108,shakira,0
109,subscribe channel recording fifa goal watch,1
110,wow year br,0
111,subscribe wil subscribe back,1
112,best singer,0
113,year soon,0
114,like,0
115,wanderfol love miusic,0
116,waka waka,0
117,best song ever x,0
118,pleasant hear haha good,0
119,love,0
120,wow,0
121,waka waka eh eh,0
122,cutie girl beautiful song,0
123,love shkira,0
124,believe soccer promotes terrorism bad choice shakira,0
125,loved song teenage year,0
126,lip synch terrible,0
127,shakira different happy time spending africa br dance sing speaks language,0
128,gusttavo lima voc n conhece br check,1
129,best world cup offical song,0
130,year ago damn,0
131,nice,0
132,help shakira waka waka first song female artist reach billion view br dark horse ahead roughly million view roar million view br www youtube com watch v prpeedmmmq www youtube com watch v prpeedmmmq,1
133,like,0
134,shakira song waka waka,0
135,underrated better br katy perry saying katy bad meaning song shakira br meaningful song song bring memory vibe miss br,0
136,love song expect world cup,0
137,good time,0
138,make happy instantly make forgot everything bad happening,0
139,love song much one faves xxx,0
140,hi nice song shakira sorry bad brazilian,0
141,best song go shaki,0
142,shit sooooo autotuned,0
143,stil lisening,0
144,sexy shakira,0
145,love shakiria,0
146,aunt love song,0
147,subscribed br,1
148,check playlist youtube br,1
149,top shakira song choice br br waka waka time africa br br remember forget br br empire br br like comment u like shakira,1
150,check video youtube,1
151,check playlist youtube central,1
152,could take time amp spare min read thank br br im rapper gonna honest there thousand maybe even million br br world many ambition dedication amp passion br br money huge youtube advertisement incredible music video br br im left comment expose music br br could take moment give chance ill make believer br br would love nothing loyal following youtube anyone br br read could press quot thumb quot others see br br help push closer dream thank,1
153,please visit channel,1
154,plea subscribe channel gamezzmta,1
155,plea subscribe channel,1
156,plea subscribe gamezz mta channel br,1
157,cool song check animal trafficking petition br www thepetitionsite com stop animal trafficking cid headerclick www thepetitionsite com stop animal trafficking cid headerclick,1
158,check video youtube,1
159,subscribe win cap br,1
160,check playlist youtube,1
161,hey guy love check girl name cause know dance search ej ba dancing,1
162,want win money hopme click www paidverts com ref sihaam www paidverts com ref sihaam work,1
163,brazil please subscribe channel love,1
164,could spanish people understand br br way subscribe brake thing br br,1
165,plea subscribeeeeeeeeee channnnnnelll plzz,1
166,check video youtube,1
167,new way make money easily spending minute daily gt www paidverts com ref marius www paidverts com ref marius,1
168,beautiful song please subscribe,1
169,channel get subscriber make happen,1
170,really love watching football also started making income financial risk acquiring bonus deal weird technique wager something one bookmaker bet betfair secure bonus income chap named jim vanstone finding wager free website vanstone secret google made quid thus far cost free guess bookie pay obtain new consumer yet actually work,1
171,many subscriber compared million,1
172,absolutely adore watching football plus started earning income risk claiming bonus deal weird technique put money something one bookmaker put money betfair acquire bonus income lad named jim vanstone selecting wager free website vanstone secret google generated quid far free assume bookmaker pay get new men woman succeeds,1
173,hahahahah like vine subscribe daily vine,1
174,hi heard dribbleproshot search google web site watch smart free video featuring best way significantly boost football aka soccer skill time turned nick much better football soccer player team mate definitily amazed hope help also,1
175,hey tried quot dribbleproshot quot yet search google website find useful free video demonstrating right way enormously improve soccer football skill time transformed fausto substantially better football soccer player amazement team mate hopefully work,1
176,still amazing song french kpop parody please come channel watch share suscribe comment thanks,1
177,subscribe feed,1
178,subscribe daily vine,1
179,hey guy whats found app let get free gift card voucher like psn card x box live card even amazon gift card free simply download app app store called juno wallet sign app complete survey download free apps get money like cent also type code im also start free,1
180,guy check extraordinary website called firepa com make money online start working home today making per month firepa com visit firepa com check lake duzafizz singlewave spourmo burder colorful claster incandescent ambitious winooze absorbing macabre crestboot boxium womanly tan ybuwyn forgetful pepelexa zealous,1
181,waka waka check new halloween video,1
182,year old boy trying enter music industry maybe dreamer one please give u one chance prove ourself know thing annoying hell sorry anything get music heard please visit channel subscribe like thumb comment everyone see made song called wanna play game please take look channel thanks,1
183,plz wilsubscribe frndzzl subscribe u back,1
184,guy check extraordinary website called moneygq com make money online start working home today making per month moneygq com visit moneygq com check fragile swim enlist person ice audit frequent son fantastic chance describes rate,1
185,subscribe requite,1
186,stop wasting time get paid mess around facebook twitter get paid upto hour netjobs com work comfort home currently hiring people world wide range social medium job site facebook twitter youtube need prior skill experience begin work immediately easily make monthly income netjobs com,1
187,love one fave song subscribed,1
188,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check statement conciliate acidic stretch earth recognizes money numberless number transport trade,1
189,make lot money fast,1
190,visit quot ww estiloproduction com quot best website make money,1
191,message gta v fifa p galaxy mini ipad visit site hh nl,1
192,stop wasting time get paid mess around facebook twitter get paid upto hour netjobs com work comfort home currently hiring people world wide range social medium job site facebook twitter youtube need prior skill experience begin work immediately easily make monthly income netjobs com,1
193,paid respond fast paid survey home enabled give working make buck monthly read go web site bit ly bsefqe,1
194,hello guy found way make money online get paid mess around facebook twitter get paid upto hour netjobs com work comfort home currently hiring people world wide range social medium job site facebook twitter youtube need prior skill experience begin work immediately easily make monthly income netjobs com,1
195,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check meat discus successful memory peaceful unit arbitrate guide addition design worried loss,1
196,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check mother approve axiomatic insurance fear appoints roll space prepare historical shame,1
197,guy check extraordinary website called zonepa com make money online start working home today making per month zonepa com visit zonepa com check plausible summer submits behavior grass check peaceful seat country strategizes edge,1
198,check channel,1
199,subscribe,1
200,hello guy found way make money online get paid mess around facebook twitter get paid upto hour netjobs com work comfort home currently hiring people world wide range social medium job site facebook twitter youtube need prior skill experience begin work immediately easily make monthly income netjobs com,1
201,please visit website oldchat tk,1
202,please visit website oldchat tk,1
203,hello everyone name anderson singer expecting buy subscriber word gain voice might best voice different good way work harder anyone get better cuz quot yeah quot dream huge one please take minute time check cover give chance regret feel like subscribing awesome mean world thank much,1
204,check daneja good girl,1
205,hello guy found way make money online get paid mess around facebook twitter get paid upto hour netjobs com work comfort home currently hiring people world wide range social medium job site facebook twitter youtube need prior skill experience begin work immediately easily make monthly income netjobs com,1
206,subscribe youtube channel suscribite mi canal de youtube whatuknow,1
207,check bass cover hip lie shakira,1
208,subscribe channel lt,1
209,british called soccer know true word football u foot called rugby work like euw germany netherland france portugal belgium spain british agree like u unique reason also refused euro money,1
210,subscribe love song love football,1
211,beutiful,0
212,beutiful,0
213,pretty,0
214,like,0
215,perfect,0
216,gangnam style,1
217,fucking bitch,0
218,song racist,0
219,shakifans,0
220,like,0
221,want new song,0
222,shakira perfect,0
223,shakira,0
224,remember,0
225,waka waka,0
226,make miss world cup,0
227,best song eva,0
228,love,0
229,believe jesus christ savior sin truly believe jesus christ savior sin go heaven believe jesus christ saved salvation gained god righteousness matter much sinned past present especially future believe jesus christ savior go heaven forever whole truth spread truth,1
